KP CPP
1.658199999999947067e+02 4.270000000000000000e+03
1.658299999999946976e+02 2.187000000000000000e+03
1.658399999999946886e+02 5.760000000000000000e+03
1.658499999999946795e+02 6.687000000000000000e+03
1.658599999999946704e+02 4.908000000000000000e+03
1.658699999999946613e+02 5.632000000000000000e+03
1.658799999999946522e+02 5.988000000000000000e+03
1.658899999999946431e+02 3.623000000000000000e+03
1.658999999999946340e+02 2.868000000000000000e+03
1.659099999999946249e+02 3.170000000000000000e+03
1.659199999999946158e+02 1.847000000000000000e+03
1.659299999999946067e+02 5.907000000000000000e+03
1.659399999999945976e+02 3.517000000000000000e+03
1.659499999999945885e+02 1.480000000000000000e+03
1.659599999999945794e+02 6.178000000000000000e+03
1.659699999999945703e+02 4.645000000000000000e+03
1.659799999999945612e+02 1.116000000000000000e+03
1.659899999999945521e+02 2.645000000000000000e+03
1.659999999999945430e+02 4.786000000000000000e+03
1.660099999999945339e+02 5.254000000000000000e+03
1.660199999999945248e+02 6.980000000000000000e+03
1.660299999999945157e+02 1.836000000000000000e+03
1.660399999999945067e+02 5.859000000000000000e+03
1.660499999999944976e+02 6.363000000000000000e+03
1.660599999999944885e+02 1.167000000000000000e+03
1.660699999999944794e+02 6.527000000000000000e+03
1.660799999999944703e+02 2.401000000000000000e+03
1.660899999999944612e+02 4.689000000000000000e+03
1.660999999999944521e+02 5.739000000000000000e+03
1.661099999999944430e+02 5.211000000000000000e+03
1.661199999999944339e+02 6.801000000000000000e+03
1.661299999999944248e+02 3.742000000000000000e+03
1.661399999999944157e+02 5.647000000000000000e+03
1.661499999999944066e+02 3.721000000000000000e+03
1.661599999999943975e+02 4.876000000000000000e+03
1.661699999999943884e+02 4.479000000000000000e+03
1.661799999999943793e+02 3.396000000000000000e+03
1.661899999999943702e+02 1.392000000000000000e+03
1.661999999999943611e+02 2.133000000000000000e+03
1.662099999999943520e+02 1.831000000000000000e+03
1.662199999999943429e+02 1.529000000000000000e+03
1.662299999999943338e+02 2.074000000000000000e+03
1.662399999999943248e+02 6.161000000000000000e+03
1.662499999999943157e+02 2.695000000000000000e+03
1.662599999999943066e+02 6.475000000000000000e+03
1.662699999999942975e+02 5.541000000000000000e+03
1.662799999999942884e+02 6.830000000000000000e+03
1.662899999999942793e+02 2.388000000000000000e+03
1.662999999999942702e+02 2.980000000000000000e+03
1.663099999999942611e+02 3.423000000000000000e+03
1.663199999999942520e+02 4.534000000000000000e+03
1.663299999999942429e+02 5.965000000000000000e+03
1.663399999999942338e+02 1.719000000000000000e+03
1.663499999999942247e+02 5.146000000000000000e+03
1.663599999999942156e+02 1.976000000000000000e+03
1.663699999999942065e+02 4.638000000000000000e+03
1.663799999999941974e+02 2.442000000000000000e+03
1.663899999999941883e+02 5.539000000000000000e+03
1.663999999999941792e+02 6.149000000000000000e+03
1.664099999999941701e+02 3.131000000000000000e+03
1.664199999999941610e+02 1.937000000000000000e+03
1.664299999999941519e+02 4.375000000000000000e+03
1.664399999999941429e+02 6.768000000000000000e+03
1.664499999999941338e+02 6.433000000000000000e+03
1.664599999999941247e+02 5.978000000000000000e+03
1.664699999999941156e+02 5.372000000000000000e+03
1.664799999999941065e+02 2.934000000000000000e+03
1.664899999999940974e+02 6.834000000000000000e+03
1.664999999999940883e+02 4.077000000000000000e+03
1.665099999999940792e+02 4.765000000000000000e+03
1.665199999999940701e+02 3.639000000000000000e+03
1.665299999999940610e+02 3.509000000000000000e+03
1.665399999999940519e+02 4.956000000000000000e+03
1.665499999999940428e+02 6.582000000000000000e+03
1.665599999999940337e+02 3.977000000000000000e+03
1.665699999999940246e+02 5.386000000000000000e+03
1.665799999999940155e+02 1.970000000000000000e+03
1.665899999999940064e+02 6.424000000000000000e+03
1.665999999999939973e+02 1.903000000000000000e+03
1.666099999999939882e+02 4.060000000000000000e+03
1.666199999999939791e+02 3.893000000000000000e+03
1.666299999999939701e+02 4.804000000000000000e+03
1.666399999999939610e+02 1.639000000000000000e+03
1.666499999999939519e+02 5.507000000000000000e+03
1.666599999999939428e+02 3.988000000000000000e+03
1.666699999999939337e+02 5.823000000000000000e+03
1.666799999999939246e+02 2.749000000000000000e+03
1.666899999999939155e+02 2.606000000000000000e+03
1.666999999999939064e+02 2.755000000000000000e+03
1.667099999999938973e+02 3.740000000000000000e+03
1.667199999999938882e+02 3.841000000000000000e+03
1.667299999999938791e+02 2.271000000000000000e+03
1.667399999999938700e+02 3.813000000000000000e+03
1.667499999999938609e+02 2.737000000000000000e+03
1.667599999999938518e+02 3.448000000000000000e+03
1.667699999999938427e+02 6.066000000000000000e+03
1.667799999999938336e+02 4.748000000000000000e+03
1.667899999999938245e+02 1.451000000000000000e+03
1.667999999999938154e+02 2.193000000000000000e+03
1.668099999999938063e+02 1.269000000000000000e+03
1.668199999999937972e+02 4.997000000000000000e+03
1.668299999999937882e+02 6.805000000000000000e+03
1.668399999999937791e+02 5.570000000000000000e+03
1.668499999999937700e+02 5.988000000000000000e+03
1.668599999999937609e+02 4.567000000000000000e+03
1.668699999999937518e+02 5.629000000000000000e+03
1.668799999999937427e+02 4.422000000000000000e+03
1.668899999999937336e+02 6.018000000000000000e+03
1.668999999999937245e+02 1.696000000000000000e+03
1.669099999999937154e+02 3.418000000000000000e+03
1.669199999999937063e+02 5.852000000000000000e+03
1.669299999999936972e+02 1.985000000000000000e+03
1.669399999999936881e+02 4.064000000000000000e+03
1.669499999999936790e+02 4.364000000000000000e+03
1.669599999999936699e+02 3.907000000000000000e+03
1.669699999999936608e+02 3.452000000000000000e+03
1.669799999999936517e+02 4.659000000000000000e+03
1.669899999999936426e+02 4.074000000000000000e+03
1.669999999999936335e+02 3.924000000000000000e+03
1.670099999999936244e+02 3.996000000000000000e+03
1.670199999999936153e+02 3.637000000000000000e+03
1.670299999999936063e+02 3.328000000000000000e+03
1.670399999999935972e+02 4.269000000000000000e+03
1.670499999999935881e+02 4.787000000000000000e+03
1.670599999999935790e+02 3.225000000000000000e+03
1.670699999999935699e+02 4.577000000000000000e+03
1.670799999999935608e+02 4.328000000000000000e+03
1.670899999999935517e+02 5.862000000000000000e+03
1.670999999999935426e+02 3.668000000000000000e+03
1.671099999999935335e+02 1.028000000000000000e+03
1.671199999999935244e+02 1.326000000000000000e+03
1.671299999999935153e+02 5.504000000000000000e+03
1.671399999999935062e+02 1.357000000000000000e+03
1.671499999999934971e+02 1.081000000000000000e+03
1.671599999999934880e+02 2.453000000000000000e+03
1.671699999999934789e+02 2.887000000000000000e+03
1.671799999999934698e+02 4.319000000000000000e+03
1.671899999999934607e+02 5.288000000000000000e+03
1.671999999999934516e+02 6.462000000000000000e+03
1.672099999999934425e+02 6.843000000000000000e+03
1.672199999999934334e+02 4.287000000000000000e+03
1.672299999999934244e+02 3.799000000000000000e+03
1.672399999999934153e+02 5.813000000000000000e+03
1.672499999999934062e+02 3.906000000000000000e+03
1.672599999999933971e+02 1.774000000000000000e+03
1.672699999999933880e+02 5.924000000000000000e+03
1.672799999999933789e+02 1.193000000000000000e+03
1.672899999999933698e+02 4.647000000000000000e+03
1.672999999999933607e+02 6.673000000000000000e+03
1.673099999999933516e+02 5.468000000000000000e+03
1.673199999999933425e+02 3.351000000000000000e+03
1.673299999999933334e+02 3.683000000000000000e+03
1.673399999999933243e+02 4.587000000000000000e+03
1.673499999999933152e+02 5.960000000000000000e+03
1.673599999999933061e+02 5.755000000000000000e+03
1.673699999999932970e+02 2.282000000000000000e+03
1.673799999999932879e+02 6.227000000000000000e+03
1.673899999999932788e+02 5.084000000000000000e+03
1.673999999999932697e+02 1.284000000000000000e+03
1.674099999999932606e+02 1.436000000000000000e+03
1.674199999999932515e+02 1.551000000000000000e+03
1.674299999999932425e+02 4.198000000000000000e+03
1.674399999999932334e+02 4.817000000000000000e+03
1.674499999999932243e+02 1.603000000000000000e+03
1.674599999999932152e+02 4.065000000000000000e+03
1.674699999999932061e+02 6.881000000000000000e+03
1.674799999999931970e+02 1.907000000000000000e+03
1.674899999999931879e+02 6.419000000000000000e+03
1.674999999999931788e+02 2.408000000000000000e+03
1.675099999999931697e+02 1.685000000000000000e+03
1.675199999999931606e+02 1.293000000000000000e+03
1.675299999999931515e+02 4.026000000000000000e+03
1.675399999999931424e+02 5.202000000000000000e+03
1.675499999999931333e+02 6.861000000000000000e+03
1.675599999999931242e+02 3.498000000000000000e+03
1.675699999999931151e+02 2.622000000000000000e+03
1.675799999999931060e+02 2.388000000000000000e+03
1.675899999999930969e+02 1.101000000000000000e+03
1.675999999999930878e+02 5.305000000000000000e+03
1.676099999999930787e+02 3.145000000000000000e+03
1.676199999999930697e+02 5.507000000000000000e+03
1.676299999999930606e+02 5.687000000000000000e+03
1.676399999999930515e+02 6.797000000000000000e+03
1.676499999999930424e+02 3.875000000000000000e+03
1.676599999999930333e+02 2.696000000000000000e+03
1.676699999999930242e+02 5.614000000000000000e+03
1.676799999999930151e+02 5.026000000000000000e+03
1.676899999999930060e+02 2.212000000000000000e+03
1.676999999999929969e+02 2.293000000000000000e+03
1.677099999999929878e+02 1.439000000000000000e+03
1.677199999999929787e+02 5.765000000000000000e+03
1.677299999999929696e+02 2.453000000000000000e+03
1.677399999999929605e+02 4.039000000000000000e+03
1.677499999999929514e+02 1.843000000000000000e+03
1.677599999999929423e+02 3.350000000000000000e+03
1.677699999999929332e+02 2.198000000000000000e+03
1.677799999999929241e+02 3.575000000000000000e+03
1.677899999999929150e+02 3.335000000000000000e+03
1.677999999999929059e+02 3.068000000000000000e+03
1.678099999999928968e+02 5.304000000000000000e+03
1.678199999999928878e+02 3.644000000000000000e+03
1.678299999999928787e+02 3.865000000000000000e+03
1.678399999999928696e+02 1.088000000000000000e+03
1.678499999999928605e+02 1.656000000000000000e+03
1.678599999999928514e+02 4.404000000000000000e+03
1.678699999999928423e+02 4.409000000000000000e+03
1.678799999999928332e+02 4.324000000000000000e+03
1.678899999999928241e+02 2.549000000000000000e+03
1.678999999999928150e+02 1.316000000000000000e+03
1.679099999999928059e+02 5.255000000000000000e+03
1.679199999999927968e+02 6.329000000000000000e+03
1.679299999999927877e+02 2.825000000000000000e+03
1.679399999999927786e+02 4.185000000000000000e+03
1.679499999999927695e+02 6.305000000000000000e+03
1.679599999999927604e+02 6.718000000000000000e+03
1.679699999999927513e+02 5.386000000000000000e+03
1.679799999999927422e+02 5.938000000000000000e+03
1.679899999999927331e+02 4.285000000000000000e+03
1.679999999999927240e+02 4.810000000000000000e+03
1.680099999999927149e+02 5.735000000000000000e+03
1.680199999999927059e+02 5.569000000000000000e+03
1.680299999999926968e+02 6.038000000000000000e+03
1.680399999999926877e+02 5.141000000000000000e+03
1.680499999999926786e+02 4.290000000000000000e+03
1.680599999999926695e+02 4.719000000000000000e+03
1.680699999999926604e+02 3.959000000000000000e+03
1.680799999999926513e+02 6.370000000000000000e+03
1.680899999999926422e+02 5.246000000000000000e+03
1.680999999999926331e+02 2.037000000000000000e+03
1.681099999999926240e+02 5.363000000000000000e+03
1.681199999999926149e+02 1.355000000000000000e+03
1.681299999999926058e+02 2.951000000000000000e+03
1.681399999999925967e+02 5.201000000000000000e+03
1.681499999999925876e+02 5.200000000000000000e+03
1.681599999999925785e+02 3.298000000000000000e+03
1.681699999999925694e+02 1.178000000000000000e+03
1.681799999999925603e+02 3.534000000000000000e+03
1.681899999999925512e+02 4.721000000000000000e+03
1.681999999999925421e+02 2.463000000000000000e+03
1.682099999999925330e+02 5.399000000000000000e+03
1.682199999999925240e+02 3.000000000000000000e+03
1.682299999999925149e+02 5.465000000000000000e+03
1.682399999999925058e+02 1.440000000000000000e+03
1.682499999999924967e+02 3.711000000000000000e+03
1.682599999999924876e+02 3.449000000000000000e+03
1.682699999999924785e+02 6.355000000000000000e+03
1.682799999999924694e+02 4.811000000000000000e+03
1.682899999999924603e+02 5.138000000000000000e+03
1.682999999999924512e+02 6.283000000000000000e+03
1.683099999999924421e+02 4.285000000000000000e+03
1.683199999999924330e+02 2.493000000000000000e+03
1.683299999999924239e+02 2.411000000000000000e+03
1.683399999999924148e+02 1.799000000000000000e+03
1.683499999999924057e+02 6.157000000000000000e+03
1.683599999999923966e+02 6.283000000000000000e+03
1.683699999999923875e+02 6.582000000000000000e+03
1.683799999999923784e+02 6.748000000000000000e+03
1.683899999999923693e+02 4.306000000000000000e+03
1.683999999999923602e+02 4.883000000000000000e+03
1.684099999999923511e+02 5.825000000000000000e+03
1.684199999999923421e+02 5.991000000000000000e+03
1.684299999999923330e+02 3.004000000000000000e+03
1.684399999999923239e+02 1.150000000000000000e+03
1.684499999999923148e+02 1.826000000000000000e+03
1.684599999999923057e+02 5.098000000000000000e+03
1.684699999999922966e+02 2.530000000000000000e+03
1.684799999999922875e+02 5.154000000000000000e+03
1.684899999999922784e+02 2.433000000000000000e+03
1.684999999999922693e+02 1.462000000000000000e+03
1.685099999999922602e+02 2.747000000000000000e+03
1.685199999999922511e+02 4.944000000000000000e+03
1.685299999999922420e+02 2.379000000000000000e+03
1.685399999999922329e+02 2.095000000000000000e+03
1.685499999999922238e+02 1.678000000000000000e+03
1.685599999999922147e+02 1.346000000000000000e+03
1.685699999999922056e+02 6.344000000000000000e+03
1.685799999999921965e+02 6.497000000000000000e+03
1.685899999999921874e+02 4.062000000000000000e+03
1.685999999999921783e+02 1.016000000000000000e+03
1.686099999999921693e+02 5.564000000000000000e+03
1.686199999999921602e+02 2.408000000000000000e+03
1.686299999999921511e+02 3.584000000000000000e+03
1.686399999999921420e+02 2.726000000000000000e+03
1.686499999999921329e+02 5.410000000000000000e+03
1.686599999999921238e+02 3.888000000000000000e+03
1.686699999999921147e+02 3.111000000000000000e+03
1.686799999999921056e+02 1.466000000000000000e+03
1.686899999999920965e+02 4.930000000000000000e+03
1.686999999999920874e+02 6.372000000000000000e+03
1.687099999999920783e+02 2.724000000000000000e+03
1.687199999999920692e+02 2.767000000000000000e+03
1.687299999999920601e+02 2.480000000000000000e+03
1.687399999999920510e+02 3.424000000000000000e+03
1.687499999999920419e+02 4.920000000000000000e+03
1.687599999999920328e+02 3.970000000000000000e+03
1.687699999999920237e+02 5.901000000000000000e+03
1.687799999999920146e+02 2.204000000000000000e+03
1.687899999999920055e+02 5.853000000000000000e+03
1.687999999999919964e+02 6.185000000000000000e+03
1.688099999999919874e+02 6.537000000000000000e+03
1.688199999999919783e+02 3.653000000000000000e+03
1.688299999999919692e+02 4.267000000000000000e+03
1.688399999999919601e+02 5.742000000000000000e+03
1.688499999999919510e+02 5.816000000000000000e+03
1.688599999999919419e+02 4.877000000000000000e+03
1.688699999999919328e+02 2.869000000000000000e+03
1.688799999999919237e+02 4.616000000000000000e+03
1.688899999999919146e+02 4.830000000000000000e+03
1.688999999999919055e+02 2.332000000000000000e+03
1.689099999999918964e+02 3.622000000000000000e+03
1.689199999999918873e+02 6.657000000000000000e+03
1.689299999999918782e+02 5.392000000000000000e+03
1.689399999999918691e+02 2.832000000000000000e+03
1.689499999999918600e+02 5.942000000000000000e+03
1.689599999999918509e+02 3.046000000000000000e+03
1.689699999999918418e+02 6.875000000000000000e+03
1.689799999999918327e+02 3.492000000000000000e+03
1.689899999999918236e+02 6.957000000000000000e+03
1.689999999999918145e+02 5.103000000000000000e+03
1.690099999999918055e+02 2.023000000000000000e+03
1.690199999999917964e+02 3.249000000000000000e+03
1.690299999999917873e+02 1.273000000000000000e+03
1.690399999999917782e+02 2.821000000000000000e+03
1.690499999999917691e+02 6.866000000000000000e+03
1.690599999999917600e+02 5.699000000000000000e+03
1.690699999999917509e+02 4.127000000000000000e+03
1.690799999999917418e+02 3.604000000000000000e+03
1.690899999999917327e+02 3.810000000000000000e+03
1.690999999999917236e+02 4.522000000000000000e+03
1.691099999999917145e+02 6.997000000000000000e+03
1.691199999999917054e+02 1.556000000000000000e+03
1.691299999999916963e+02 2.639000000000000000e+03
1.691399999999916872e+02 1.295000000000000000e+03
1.691499999999916781e+02 1.215000000000000000e+03
1.691599999999916690e+02 3.656000000000000000e+03
1.691699999999916599e+02 5.211000000000000000e+03
1.691799999999916508e+02 4.577000000000000000e+03
1.691899999999916417e+02 4.609000000000000000e+03
1.691999999999916326e+02 2.573000000000000000e+03
1.692099999999916236e+02 6.982000000000000000e+03
1.692199999999916145e+02 5.761000000000000000e+03
1.692299999999916054e+02 3.217000000000000000e+03
1.692399999999915963e+02 6.169000000000000000e+03
1.692499999999915872e+02 6.451000000000000000e+03
1.692599999999915781e+02 2.825000000000000000e+03
1.692699999999915690e+02 6.889000000000000000e+03
1.692799999999915599e+02 4.518000000000000000e+03
1.692899999999915508e+02 1.060000000000000000e+03
1.692999999999915417e+02 3.766000000000000000e+03
1.693099999999915326e+02 6.346000000000000000e+03
1.693199999999915235e+02 2.413000000000000000e+03
1.693299999999915144e+02 1.204000000000000000e+03
1.693399999999915053e+02 6.695000000000000000e+03
1.693499999999914962e+02 6.122000000000000000e+03
1.693599999999914871e+02 5.075000000000000000e+03
1.693699999999914780e+02 2.355000000000000000e+03
1.693799999999914689e+02 2.076000000000000000e+03
1.693899999999914598e+02 3.579000000000000000e+03
1.693999999999914507e+02 6.923000000000000000e+03
1.694099999999914417e+02 3.771000000000000000e+03
1.694199999999914326e+02 2.982000000000000000e+03
1.694299999999914235e+02 6.374000000000000000e+03
1.694399999999914144e+02 1.063000000000000000e+03
1.694499999999914053e+02 1.490000000000000000e+03
1.694599999999913962e+02 2.218000000000000000e+03
1.694699999999913871e+02 4.415000000000000000e+03
1.694799999999913780e+02 1.277000000000000000e+03
1.694899999999913689e+02 1.420000000000000000e+03
1.694999999999913598e+02 1.245000000000000000e+03
1.695099999999913507e+02 4.217000000000000000e+03
1.695199999999913416e+02 4.277000000000000000e+03
1.695299999999913325e+02 4.962000000000000000e+03
1.695399999999913234e+02 4.414000000000000000e+03
1.695499999999913143e+02 1.924000000000000000e+03
1.695599999999913052e+02 4.123000000000000000e+03
1.695699999999912961e+02 5.147000000000000000e+03
1.695799999999912870e+02 3.784000000000000000e+03
1.695899999999912779e+02 1.713000000000000000e+03
1.695999999999912689e+02 6.430000000000000000e+03
1.696099999999912598e+02 4.738000000000000000e+03
1.696199999999912507e+02 1.215000000000000000e+03
1.696299999999912416e+02 6.185000000000000000e+03
1.696399999999912325e+02 2.120000000000000000e+03
1.696499999999912234e+02 6.158000000000000000e+03
1.696599999999912143e+02 1.360000000000000000e+03
1.696699999999912052e+02 4.876000000000000000e+03
1.696799999999911961e+02 2.862000000000000000e+03
1.696899999999911870e+02 1.710000000000000000e+03
1.696999999999911779e+02 6.384000000000000000e+03
1.697099999999911688e+02 4.621000000000000000e+03
1.697199999999911597e+02 4.452000000000000000e+03
1.697299999999911506e+02 1.871000000000000000e+03
1.697399999999911415e+02 4.414000000000000000e+03
1.697499999999911324e+02 5.821000000000000000e+03
1.697599999999911233e+02 6.880000000000000000e+03
1.697699999999911142e+02 2.834000000000000000e+03
1.697799999999911051e+02 1.182000000000000000e+03
1.697899999999910960e+02 6.799000000000000000e+03
1.697999999999910870e+02 5.729000000000000000e+03
1.698099999999910779e+02 6.892000000000000000e+03
1.698199999999910688e+02 1.990000000000000000e+03
1.698299999999910597e+02 5.535000000000000000e+03
1.698399999999910506e+02 1.576000000000000000e+03
1.698499999999910415e+02 6.191000000000000000e+03
1.698599999999910324e+02 3.728000000000000000e+03
1.698699999999910233e+02 2.171000000000000000e+03
1.698799999999910142e+02 5.942000000000000000e+03
1.698899999999910051e+02 6.989000000000000000e+03
1.698999999999909960e+02 1.947000000000000000e+03
1.699099999999909869e+02 2.661000000000000000e+03
1.699199999999909778e+02 4.783000000000000000e+03
1.699299999999909687e+02 2.043000000000000000e+03
1.699399999999909596e+02 1.271000000000000000e+03
1.699499999999909505e+02 4.940000000000000000e+03
1.699599999999909414e+02 5.731000000000000000e+03
1.699699999999909323e+02 1.612000000000000000e+03
1.699799999999909232e+02 4.056000000000000000e+03
1.699899999999909141e+02 5.744000000000000000e+03
